# Single SKU Max Power Table
# |CCK 1~11    |    OFDM 6 ~ 54        | |           HT20 MCS 0 ~ 15                  | |                   HT40 MCS 0 ~ 15            |
#   1  2 5.5 11  6  9 12 18 24 36 48 54  0  1  2  3  4  5  6 7  8   9 10 11 12 13 14 15 0   1  2  3  4  5  6  7  8  9 10 11 12 13 14 15
ch1 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 
ch2 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 
ch3 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18
ch4 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18
ch5 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18
ch6 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18
ch7 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18
ch8 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18
ch9 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18
ch10 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18  
ch11 24 24 24 24 24 24 24 24 22 22 20 20 24 24 22 22 20 20 18 18 24 24 22 22 20 20 18 18 
